"","age","parent","single","seeingfriends","household","accomplishment","entertainment","family","time","general","food"
"10815",26,0,1,0,0,0,0,0,1,0,0
"10817",21,0,1,0,0,0,1,0,0,0,0
"10819",55,1,0,0,0,0,0,1,0,0,0
"10820",39,0,0,0,0,0,0,0,1,0,0
"10821",59,0,0,0,0,0,0,0,0,0,1
"10828",22,0,1,0,0,0,0,1,0,0,0
"10829",66,1,0,0,0,0,0,1,0,0,0
"10831",24,0,1,1,0,0,0,0,0,0,0
"10832",24,0,0,0,0,1,0,0,0,0,0
"10835",83,1,0,0,0,1,0,0,0,0,0
"10836",26,0,0,0,0,0,1,0,0,0,0
"10837",79,1,0,0,0,0,0,0,0,0,1
"10839",38,0,1,0,1,0,0,0,0,0,0
"10842",21,0,1,0,1,0,0,0,0,0,0
"10844",79,1,0,1,0,0,0,0,0,0,0
"10845",21,1,0,0,0,0,1,0,0,0,0
"10847",46,1,1,0,0,0,0,0,0,1,0
"10848",42,0,1,0,0,0,1,0,0,0,0
"10849",25,0,1,0,0,0,0,0,1,0,0
"10853",58,1,0,0,0,1,0,0,0,0,0
"10855",30,1,1,0,0,0,1,0,0,0,0
"10859",38,1,0,0,0,0,0,1,0,0,1
"10860",45,1,0,0,0,0,0,1,0,0,0
"10861",48,1,0,0,0,1,0,0,0,0,0
"10863",47,1,0,0,0,0,1,0,0,0,0
"10865",26,0,0,0,0,0,0,1,0,0,0
"10866",19,0,1,0,1,0,0,0,0,0,0
"10867",63,1,0,0,0,0,0,0,1,0,0
"10868",80,1,0,0,0,0,0,0,1,0,0
"10869",40,0,0,0,0,0,1,0,0,0,0
"10871",22,0,1,0,1,0,0,0,0,0,0
"10876",22,0,0,0,0,1,0,0,0,0,0
"10878",29,0,0,0,0,1,0,0,0,0,0
"10879",69,0,1,0,0,1,0,0,0,0,0
"10883",24,1,0,0,0,0,0,0,1,0,0
"10884",33,0,1,1,0,0,0,0,0,0,0
"10886",52,0,1,0,0,0,1,0,0,0,0
"10887",63,0,0,0,0,0,0,0,0,0,1
"10888",21,0,1,0,0,1,0,0,0,0,0
"10890",39,1,0,0,0,1,0,0,0,0,0
"10892",26,1,1,0,0,1,0,0,0,0,0
"10896",27,0,1,0,0,0,0,1,0,0,0
"10897",42,0,0,0,0,1,0,0,0,0,0
"10905",75,1,0,1,0,0,0,0,0,0,0
"10907",33,0,0,0,0,1,0,0,0,0,0
"10909",41,0,1,0,0,0,0,0,1,0,0
"10910",48,0,1,0,0,0,0,0,0,0,1
"10912",26,1,0,0,0,0,0,0,1,0,0
"10913",72,1,0,0,0,1,0,0,0,0,0
"10914",56,0,0,0,1,0,0,0,0,0,0
"10915",39,1,0,1,0,0,0,0,0,0,0
"10917",38,0,1,0,0,1,0,0,0,0,0
"10924",22,0,0,1,0,0,0,0,0,0,0
"10925",84,1,0,0,0,1,0,0,0,0,0
"10927",51,1,0,1,0,0,0,0,0,0,0
"10928",25,0,1,1,0,0,0,0,0,0,0
"10929",52,1,1,0,0,0,0,0,0,0,1
"10931",66,0,1,0,0,1,0,0,0,0,0
"10932",42,0,1,0,1,0,0,0,0,0,0
"10933",54,1,0,1,0,0,0,0,0,0,0
"10940",19,0,1,0,0,0,0,0,0,0,1
"10941",52,0,0,0,1,0,0,0,0,0,0
"10942",44,0,1,0,0,0,0,1,0,0,0
"10943",35,0,1,0,0,1,0,0,0,0,0
"10945",43,0,1,0,0,0,0,0,0,1,0
"10948",21,0,1,0,0,0,0,0,0,1,0
"10949",47,0,1,0,0,1,0,0,0,0,0
"10954",56,1,0,0,0,0,0,1,0,0,0
"10955",56,1,1,0,0,0,0,0,0,0,1
"10956",28,0,1,1,0,0,0,0,0,0,0
"10957",44,0,1,0,0,0,0,1,0,0,0
"10958",60,1,0,0,0,0,1,0,0,0,0
"10961",27,0,1,0,0,0,1,0,0,0,0
"10963",78,1,0,0,0,0,0,1,0,0,0
"10964",19,1,1,0,0,0,0,0,0,0,1
"10965",28,1,0,0,0,0,0,1,0,0,0
"10968",46,1,0,0,1,0,0,0,0,0,0
"10970",37,0,1,1,0,0,0,0,0,0,0
"10972",51,1,0,0,0,0,1,0,0,0,0
"10974",46,0,0,0,0,0,1,0,0,0,0
"10975",54,0,1,0,0,0,0,0,0,1,0
"10978",85,1,0,0,0,0,0,0,1,0,0
"10979",42,1,0,0,1,0,0,0,1,1,0
"10981",23,1,0,0,0,0,0,0,0,1,0
"10984",39,1,0,1,0,0,0,0,0,0,0
"10985",21,0,1,0,0,1,0,0,0,0,0
"10989",38,1,0,0,1,0,0,0,0,0,0
"10990",23,0,1,0,0,0,0,0,1,0,0
"10991",20,0,1,0,0,0,0,1,0,0,0
"10992",48,1,0,0,0,0,0,0,1,0,0
"11004",20,0,1,0,0,1,0,0,0,0,0
"11008",40,0,0,1,0,0,0,0,0,0,0
"11010",26,0,1,0,0,0,1,0,0,0,0
"11011",34,1,0,0,0,0,0,0,0,1,0
"11013",28,1,0,0,0,1,0,0,0,0,0
"11014",24,0,1,0,0,0,0,0,0,1,0
"11018",44,1,1,0,0,0,0,0,1,0,0
"11023",37,0,1,0,0,0,1,0,0,0,0
"11026",33,0,0,1,1,0,0,0,0,0,0
"11029",57,1,0,0,0,0,0,1,0,0,0
"11030",34,1,0,0,1,0,0,0,0,0,0
"11036",45,1,0,0,0,0,0,0,1,0,0
"11037",64,0,1,1,0,0,0,0,0,0,0
"11039",24,0,1,1,0,0,0,0,0,0,0
"11044",33,1,1,0,0,1,0,0,0,0,0
"11046",37,1,1,0,1,0,0,0,0,0,0
"11047",66,0,0,0,0,0,0,0,1,0,0
"11049",25,0,1,0,0,0,0,1,0,0,0
"11053",43,1,0,0,0,1,0,0,0,0,0
"11054",64,0,1,0,0,0,0,0,1,0,0
"11055",30,0,1,0,0,0,0,1,0,0,0
"11061",67,1,0,1,0,0,0,0,0,0,0
"11065",23,1,0,0,0,0,0,1,0,0,0
"11068",43,0,1,1,0,0,0,0,0,0,0
"11069",38,0,1,0,0,0,0,0,1,0,0
"11073",41,1,1,0,1,0,0,0,0,0,0
"11074",46,0,1,0,0,0,0,0,0,1,0
"11079",29,1,0,1,0,0,0,0,0,0,0
"11080",24,0,1,0,0,0,1,0,0,0,0
"11081",25,0,1,0,1,0,0,0,0,0,0
"11083",23,1,0,0,0,0,0,1,0,0,0
"11084",39,1,0,0,0,0,0,1,0,0,0
"11085",48,1,1,0,1,0,0,0,0,0,0
"11088",27,1,0,0,0,0,0,0,0,1,0
"11091",65,1,0,0,0,0,0,0,0,1,0
"11094",37,1,1,0,0,0,0,0,0,0,1
"11095",28,1,1,0,0,0,0,0,1,0,0
"11097",48,0,1,0,0,0,0,1,0,0,0
"11098",43,0,0,0,1,0,0,0,0,0,0
"11099",85,0,1,0,0,0,0,1,0,0,0
"11101",25,1,0,0,0,1,1,0,0,0,0
"11102",77,1,0,0,0,0,0,0,0,0,1
"11103",41,1,0,0,0,1,0,0,0,0,0
"11105",38,0,0,0,1,0,0,0,0,0,0
"11107",27,0,1,0,0,0,0,0,1,0,0
"11108",26,0,1,0,0,1,0,1,0,0,0
"11111",85,0,1,0,0,0,0,0,0,0,1
"11112",49,1,0,0,0,0,0,0,0,0,1
"11113",33,1,0,0,0,0,0,0,1,0,0
"11115",46,0,1,1,0,0,0,0,0,0,0
"11116",21,1,0,0,0,1,0,0,0,0,0
"11119",25,0,1,0,0,0,1,0,0,0,0
"11120",52,1,0,0,0,0,0,0,0,0,1
"11121",52,1,0,1,0,0,0,0,0,0,0
"11123",72,1,1,0,1,0,0,0,0,0,0
"11124",22,0,1,0,0,1,0,0,0,0,0
"11128",52,1,0,0,0,0,0,0,0,1,0
"11130",56,1,0,0,0,1,0,0,0,0,0
"11132",41,0,1,0,0,0,0,0,0,1,0
"11133",37,1,1,0,0,0,0,0,1,0,0
"11134",24,0,1,0,0,0,0,0,0,0,1
"11135",49,1,0,1,0,0,0,0,0,0,0
"11137",21,0,1,0,0,0,0,0,1,0,0
"11138",43,0,1,0,0,0,0,1,0,0,0
"11140",28,1,1,1,0,0,0,0,0,0,0
"11142",41,1,0,1,0,0,0,0,0,0,0
"11144",26,0,1,0,0,0,0,1,0,0,0
"11145",21,0,1,0,0,1,0,0,0,0,0
"11147",28,0,1,0,0,0,0,0,1,0,0
"11149",21,0,1,0,0,0,0,0,1,0,0
"11153",44,1,0,0,1,0,0,0,0,0,0
"11154",82,1,0,0,0,0,1,0,0,0,0
"11158",26,1,0,1,0,0,0,0,0,0,0
"11160",55,1,1,0,0,0,0,0,0,0,1
"11162",37,0,0,0,0,0,0,1,0,0,0
"11163",21,1,0,0,1,0,0,0,0,0,0
"11166",21,0,1,0,0,0,0,0,1,0,0
"11171",36,1,1,0,0,0,0,0,1,0,0
"11173",26,0,1,0,0,0,0,1,0,0,0
"11175",27,1,0,0,0,1,0,0,0,0,0
"11176",28,0,1,0,1,0,0,0,0,0,0
"11178",24,0,1,0,0,0,0,0,0,1,0
"11179",39,1,1,1,0,0,0,0,0,0,0
"11180",46,0,1,0,0,1,0,0,0,0,0
"11182",35,0,0,0,0,0,0,0,0,1,0
"11183",35,1,0,0,0,0,0,0,0,0,1
"11186",40,0,1,1,0,0,0,0,0,0,0
"11187",44,1,1,0,0,0,0,0,0,1,0
"11190",23,0,0,1,0,0,0,0,0,0,0
"11192",45,1,0,0,0,1,0,0,0,0,0
"11193",28,0,1,0,0,1,0,0,0,0,0
"11195",24,0,0,0,0,1,0,0,0,0,0
"11197",78,0,0,0,0,0,0,1,0,0,0
"11199",43,1,0,0,0,1,0,0,0,0,0
"11200",66,1,0,1,0,0,0,0,0,0,0
"11201",47,0,1,0,0,0,0,0,0,0,1
"11203",62,1,0,0,1,0,0,0,0,0,0
"11206",34,1,1,0,1,0,0,0,0,0,0
"11207",58,1,0,0,0,0,1,0,0,0,0
"11209",39,0,1,0,0,1,0,0,0,0,0
"11210",45,1,0,0,0,0,0,0,0,1,0
"11211",51,1,0,0,0,0,0,0,1,0,0
"11212",36,1,0,0,0,0,0,0,0,0,1
"11213",23,0,1,1,0,0,0,0,0,0,0
"11214",22,0,1,0,0,0,1,0,0,0,0
"11215",41,1,0,0,0,0,0,1,0,0,0
"11216",67,1,0,0,0,0,1,0,0,0,0
"11217",40,1,0,0,0,0,0,0,0,0,1
"11218",26,0,1,0,0,1,0,0,0,0,0
"11220",63,1,0,0,1,0,0,0,0,0,0
"11222",33,1,1,0,0,1,0,0,0,0,0
"11224",25,1,0,0,1,0,0,0,0,0,0
"11226",35,0,1,0,0,0,0,0,0,0,1
"11227",26,0,1,0,0,0,0,0,0,1,0
"11228",42,0,0,0,0,0,1,0,0,0,0
"11231",37,0,1,0,0,1,0,0,0,0,0
"11232",43,0,1,1,0,0,0,0,0,0,0
"11233",46,0,1,0,0,1,0,0,0,0,0
"11234",34,1,0,0,0,0,0,0,0,0,1
"11235",37,0,1,1,0,0,0,0,0,0,0
"11236",19,0,1,0,0,0,0,0,0,0,1
"11237",35,0,0,0,1,0,0,0,0,0,0
"11240",33,0,0,0,0,0,0,0,0,0,1
"11241",55,1,0,0,0,0,0,1,0,0,0
"11242",45,1,0,0,0,0,1,0,0,0,0
"11243",28,1,0,0,0,0,0,1,0,0,0
"11246",67,1,0,0,0,1,0,0,0,0,0
"11247",25,1,0,0,0,0,0,0,0,0,1
"11249",26,0,0,0,0,0,1,0,0,0,0
"11251",61,1,0,0,0,0,0,1,0,0,0
"11258",56,1,0,0,1,0,0,0,0,0,0
"11259",37,0,1,0,0,0,1,0,0,0,0
"11260",85,1,0,0,1,0,0,0,0,0,0
"11261",38,1,0,0,0,1,0,0,0,0,0
"11262",25,0,1,0,1,0,0,0,0,0,0
"11269",34,1,0,0,0,0,1,0,0,0,0
"11272",28,0,1,0,0,0,1,0,0,0,0
"11274",30,1,1,0,0,0,0,0,0,0,1
"11278",25,0,1,0,0,1,0,0,0,0,0
"11279",24,0,0,1,0,0,0,0,0,0,0
"11281",84,1,0,0,1,0,0,0,0,0,0
"11282",20,0,0,0,0,0,0,1,0,0,0
"11283",33,0,1,0,0,0,0,0,0,1,0
"11285",54,1,0,1,0,0,0,0,0,0,0
"11286",26,0,0,1,0,0,0,0,0,0,0
"11289",62,1,0,0,0,0,0,0,0,0,1
"11290",68,0,0,0,0,0,0,0,0,0,1
"11293",39,0,1,0,0,0,0,0,0,1,0
"11296",25,0,1,0,0,1,0,0,0,0,0
"11298",47,0,1,1,0,0,0,0,0,0,0
"11299",28,0,1,0,0,0,0,0,1,0,0
"11301",33,1,1,0,0,0,1,0,0,0,0
"11302",20,0,1,0,0,0,0,0,0,1,0
"11303",38,1,0,0,0,1,0,0,0,0,0
"11305",44,0,1,0,0,0,1,0,0,0,0
"11307",46,0,0,0,0,0,1,0,0,0,0
"11309",42,1,0,0,0,1,0,0,0,0,0
"11310",24,1,1,0,0,0,0,0,0,0,1
"11311",27,0,1,0,0,0,0,1,0,0,0
"11313",56,1,0,0,0,1,0,0,0,0,0
"11321",25,0,1,0,0,0,1,0,0,0,0
"11322",37,1,0,0,0,0,1,0,0,0,0
"11323",43,1,1,0,0,1,0,0,0,0,0
"11324",36,1,0,0,0,0,0,0,1,0,0
"11326",35,0,0,1,0,0,0,0,0,0,0
"11327",27,0,1,0,0,0,0,0,1,0,0
"11328",22,0,1,0,0,0,1,0,0,0,0
"11330",38,1,0,1,0,0,0,0,0,0,0
"11332",22,0,1,0,0,1,0,0,0,0,0
"11333",65,1,0,0,0,1,0,0,0,0,0
"11338",65,1,0,0,0,0,1,0,0,0,0
"11343",81,1,0,1,0,0,0,0,0,0,0
"11345",35,0,1,0,0,0,0,0,1,0,0
"11346",40,0,1,0,0,0,0,0,1,0,0
"11348",44,1,0,0,1,0,0,0,0,0,0
"11351",33,0,1,0,0,0,1,0,0,0,0
"11353",24,0,1,0,0,0,1,0,0,0,0
"11354",41,1,0,0,0,1,0,0,0,0,0
"11355",27,0,0,0,0,0,0,0,0,0,1
"11357",45,0,1,0,0,1,0,0,0,0,0
"11359",22,0,1,0,0,0,1,0,0,0,0
"11360",40,1,0,0,0,0,0,1,0,0,0
"11362",26,0,1,0,0,0,0,0,0,0,1
"11363",54,1,0,0,0,0,0,0,0,0,1
"11365",34,0,1,0,0,1,0,0,0,0,0
"11367",46,1,1,0,1,0,0,0,0,0,0
"11368",48,1,0,0,0,0,0,0,0,0,1
"11370",55,1,1,0,0,1,0,0,0,0,0
"11373",34,0,1,0,0,0,0,0,0,0,1
"11375",58,1,0,0,0,0,0,0,1,0,0
"11380",27,0,1,0,0,0,0,0,1,0,0
"11381",59,1,0,0,0,0,1,0,0,0,0
"11382",26,0,0,0,0,0,0,1,0,0,0
"11383",19,1,0,0,0,0,0,1,0,0,0
"11387",33,1,0,0,0,0,0,1,0,0,0
"11390",20,0,1,0,1,0,0,0,0,0,0
"11392",48,0,1,1,0,0,0,0,0,0,0
"11393",71,0,0,1,0,0,0,0,0,0,0
"11395",19,1,1,0,0,0,0,0,1,0,0
"11396",30,1,0,0,0,0,0,1,0,0,0
"11398",61,1,1,0,0,0,0,0,1,0,0
"11399",75,0,0,0,1,0,0,0,0,0,0
"11409",28,0,1,0,0,1,0,0,0,0,0
"11414",25,1,1,0,0,0,0,0,1,0,0
"11415",84,0,1,0,0,1,0,0,0,0,0
"11416",21,0,1,0,0,1,0,0,0,0,0
"11417",25,1,0,1,0,0,0,0,0,0,0
"11421",39,1,0,1,0,0,0,0,0,0,0
"11423",20,0,1,1,0,0,0,0,0,0,0
"11424",22,0,1,0,0,1,0,0,0,0,0
"11425",59,1,0,0,0,0,0,0,0,0,1
"11426",40,1,0,0,1,0,0,0,0,0,0
"11429",39,0,1,0,0,0,0,1,0,0,0
"11432",23,0,1,1,0,0,0,0,0,0,0
"11433",25,0,0,0,0,0,1,0,0,0,0
"11434",38,0,1,0,0,0,0,0,0,1,0
"11436",22,0,1,1,0,0,0,0,0,0,0
"11438",29,0,1,0,0,1,0,0,0,0,0
"11440",41,0,1,1,0,0,0,0,0,0,0
"11442",46,0,1,0,0,1,0,0,0,0,0
"11443",46,1,0,0,0,0,0,0,0,0,1
"11444",35,1,0,0,1,0,0,0,0,0,0
"11445",50,0,1,0,0,0,0,0,0,1,0
"11446",34,0,1,0,0,0,0,1,0,0,0
"11447",77,1,0,0,0,1,0,0,0,0,0
"11448",21,0,0,0,0,0,0,1,0,0,0
"11450",25,0,1,1,0,0,0,0,0,0,0
"11451",24,0,1,0,1,0,0,0,0,0,0
"11455",35,1,0,0,0,0,0,0,1,0,0
"11459",33,1,0,0,1,0,0,0,0,0,0
"11460",34,1,1,0,0,0,0,0,0,1,0
"11461",25,0,1,0,1,0,0,0,0,0,0
"11463",23,1,0,1,0,0,0,0,0,0,0
"11465",52,1,0,0,0,1,0,0,0,0,0
"11466",42,1,0,0,0,0,0,1,0,0,0
"11467",49,1,0,0,0,1,1,0,0,0,0
"11468",29,0,1,0,0,0,0,0,1,0,0
"11470",23,0,1,0,0,0,0,0,0,1,0
"11474",28,0,1,0,0,0,1,0,0,0,0
"11477",19,0,1,0,0,0,0,0,0,1,0
"11478",41,1,0,1,0,0,0,0,0,0,0
"11479",40,1,0,0,0,0,0,0,0,0,1
"11480",19,0,1,0,0,0,1,0,0,0,0
"11481",55,1,0,0,0,0,1,0,0,0,0
"11482",48,1,0,0,0,0,0,0,0,1,0
"11492",49,1,0,0,1,0,0,0,0,0,0
"11493",70,1,0,0,0,1,0,0,0,0,0
"11496",26,0,1,0,0,0,1,0,0,0,0
"11497",33,0,1,0,0,0,0,0,0,0,1
"11498",55,1,1,0,0,0,0,1,0,0,0
"11500",46,1,0,0,0,0,0,1,0,0,0
"11501",30,0,1,0,0,0,0,0,1,0,0
"11506",75,1,0,1,0,0,0,0,0,0,0
"11510",38,1,1,1,0,0,0,0,0,0,0
"11512",35,0,1,0,0,0,0,0,1,0,0
"11514",79,1,0,0,0,0,1,0,0,0,0
"11515",35,1,0,1,0,0,0,0,0,0,0
"11527",36,1,0,1,0,0,0,0,0,0,0
"11530",35,1,1,0,0,0,1,0,0,0,0
"11531",26,0,1,1,0,0,0,0,0,0,0
"11534",21,0,1,1,0,0,0,0,0,0,0
"11535",71,1,0,0,1,0,0,0,0,0,0
"11541",46,0,1,1,0,0,0,0,0,0,0
"11543",39,1,0,0,1,0,0,0,0,0,0
"11544",21,0,1,0,0,0,1,0,0,0,0
"11545",33,0,1,0,0,0,1,0,0,0,0
"11547",24,0,1,0,0,0,0,0,1,0,0
"11549",85,1,0,0,0,0,0,0,0,0,1
"11552",22,0,1,1,0,0,0,0,0,0,0
"11553",38,1,0,0,0,0,1,0,0,0,0
"11554",41,0,1,1,0,0,0,0,0,0,0
"11558",33,0,1,0,0,0,0,0,0,1,0
"11560",50,1,0,0,0,0,0,1,0,0,0
"11561",40,0,0,0,0,0,1,0,0,0,0
"11562",82,1,0,0,1,0,0,0,0,0,0
"11564",35,0,0,1,0,0,0,0,0,0,0
"11568",61,0,1,0,0,1,0,0,0,0,0
"11570",39,0,1,0,0,0,0,0,0,0,1
"11574",34,0,1,0,0,1,0,0,0,0,0
"11575",26,0,0,0,1,0,0,0,0,0,0
"11578",84,1,0,0,0,0,0,1,0,0,0
"11580",45,0,1,0,1,0,0,0,0,0,0
"11581",30,1,0,0,0,1,0,0,0,0,0
"11583",33,1,0,0,0,0,0,0,0,1,0
"11587",26,0,1,0,0,0,0,0,0,1,0
"11589",65,1,0,0,0,0,1,0,0,0,0
"11590",24,0,1,0,0,0,0,0,1,0,0
"11591",24,0,1,0,0,1,0,0,0,0,0
"11592",37,0,1,0,0,0,0,1,0,0,0
"11593",28,0,1,0,1,0,0,0,1,0,0
"11596",33,0,0,0,0,0,1,0,0,0,0
"11597",38,1,0,0,0,0,1,0,0,0,0
"11598",38,0,1,0,0,1,0,0,0,0,0
"11600",23,0,1,0,0,0,0,1,0,0,0
"11603",49,1,0,0,0,0,0,0,0,0,1
"11607",42,1,0,0,0,0,0,1,0,0,0
"11609",39,1,0,0,0,1,0,0,0,0,0
"11611",20,0,0,0,0,1,0,0,0,0,0
"11614",63,0,0,0,0,0,0,1,0,0,0
"11617",19,0,1,1,0,0,0,0,0,0,0
"11618",75,0,1,0,0,0,0,0,0,0,1
"11621",29,0,1,0,0,0,0,0,1,0,0
"11623",73,1,0,0,0,0,0,0,1,0,0
"11624",34,0,1,0,0,0,0,0,1,0,0
"11625",24,0,1,0,0,1,0,0,0,0,0
"11626",52,0,0,0,0,0,0,0,0,0,1
"11629",40,0,0,0,0,0,0,0,1,0,0
"11631",41,1,0,0,0,1,0,0,0,0,0
"11635",29,1,0,0,0,0,0,0,0,1,0
"11636",23,0,1,1,0,0,0,0,0,1,0
"11637",22,0,1,0,0,0,0,0,1,0,0
"11639",30,1,0,0,0,1,0,0,0,0,0
"11643",44,0,0,1,0,0,0,0,0,0,0
"11645",62,0,1,0,0,0,0,0,0,0,1
"11646",46,1,0,0,0,0,0,0,0,0,1
"11652",38,1,0,0,0,0,0,0,1,0,0
"11655",51,0,0,0,0,0,0,0,1,0,0
"11656",76,1,0,0,0,0,1,0,0,0,0
"11662",20,0,1,0,0,0,0,0,0,0,1
"11663",20,0,1,1,0,0,0,0,0,0,0
"11665",24,0,1,0,0,0,1,0,0,0,0
"11666",22,0,0,0,0,0,0,0,0,0,1
"11667",25,0,1,1,0,0,0,0,0,0,0
"11670",45,1,1,0,0,0,1,0,0,0,0
"11672",44,1,0,0,0,1,0,0,0,0,0
"11673",42,1,0,0,0,0,0,0,0,1,0
"11674",83,1,0,1,0,0,0,0,0,0,0
"11676",30,0,1,0,0,1,0,0,0,0,0
"11677",19,1,1,0,0,0,0,0,0,1,0
"11681",25,0,0,1,0,0,0,0,0,0,0
"11686",28,0,0,0,1,0,0,0,0,0,0
"11687",69,0,1,0,0,0,0,1,0,0,0
"11689",40,1,0,0,0,0,0,1,0,0,0
"11693",28,0,0,0,0,0,0,0,0,1,0
"11694",58,0,1,0,0,0,0,1,0,0,0
"11696",35,1,0,0,0,0,0,0,0,0,1
"11697",35,0,0,0,0,1,0,0,0,0,0
"11698",34,1,1,0,0,0,0,0,0,0,1
"11699",24,0,1,0,0,0,0,1,0,0,0
"11705",40,1,0,0,0,0,0,0,0,1,0
"11707",37,1,0,0,0,0,1,0,0,0,0
"11708",28,0,1,0,0,0,1,0,0,0,0
"11709",35,0,1,0,0,0,1,0,0,0,0
"11711",43,1,0,0,0,0,1,0,0,0,0
"11713",38,1,0,0,0,1,0,0,0,0,0
"11715",69,0,1,0,0,0,1,0,0,0,0
"11717",23,1,1,0,0,0,1,0,0,0,0
"11720",26,1,1,0,0,0,0,1,0,0,0
"11723",23,0,0,0,0,0,0,1,0,0,0
"11724",28,0,1,0,0,0,0,0,0,0,1
"11725",35,1,0,0,0,0,0,1,0,0,0
"11726",58,1,0,0,0,1,0,0,0,0,0
"11728",23,0,1,0,0,0,1,0,0,0,0
"11732",37,1,0,0,0,0,0,1,0,0,0
"11733",29,0,1,0,0,0,0,0,0,1,0
"11736",35,0,1,0,0,0,0,0,0,0,1
"11739",67,1,0,0,1,0,0,0,0,0,0
"11740",28,1,0,0,0,0,0,0,0,0,1
"11741",21,0,1,0,1,0,0,0,0,0,0
"11742",28,1,0,0,1,0,0,0,0,0,0
"11744",23,0,1,0,0,0,0,0,0,0,1
"11745",36,0,1,0,0,0,0,0,1,0,0
"11748",50,1,0,0,1,0,0,0,0,0,0
"11751",36,1,1,1,0,0,0,0,0,0,0
"11752",41,0,1,0,0,0,0,0,0,0,1
"11753",54,0,1,1,0,0,0,0,0,0,0
"11755",72,1,0,0,0,0,1,0,0,0,0
"11757",37,1,0,0,0,0,1,0,0,0,0
"11758",34,0,1,1,0,0,0,0,0,0,0
"11759",21,1,1,0,0,0,0,1,0,0,0
"11761",22,0,1,0,0,0,1,0,0,0,0
"11764",45,1,1,0,1,0,0,0,0,0,0
"11765",83,1,0,0,0,1,0,0,0,0,0
"11766",41,0,0,0,1,0,0,0,0,0,0
"11767",42,0,1,0,0,0,0,0,0,0,1
"11770",26,0,1,0,1,0,0,0,0,0,0
"11771",36,1,0,1,0,0,0,0,0,0,0
"11774",24,0,1,0,0,1,0,0,0,0,0
"11775",38,1,0,0,1,0,0,0,0,0,0
"11777",52,1,0,0,0,0,0,0,0,0,1
"11780",37,1,0,0,0,0,0,0,0,0,1
"11783",34,1,0,0,0,0,1,0,0,0,0
"11787",45,1,0,0,1,0,0,0,0,0,0
"11794",28,0,1,0,0,1,0,0,0,0,0
"11797",50,0,1,0,0,1,1,0,0,0,0
"11801",47,1,0,0,0,0,0,1,0,0,0
"11803",28,0,1,0,0,0,0,1,0,0,0
"11805",22,0,1,0,0,0,0,0,1,0,0
"11807",22,0,1,0,0,0,0,0,1,0,0
"11809",20,0,0,1,0,0,0,0,0,0,0
"11811",30,1,0,1,0,0,0,0,0,0,0
"11813",52,1,0,0,0,1,0,0,0,0,0
"11817",34,1,0,0,1,0,0,0,0,0,0
"11820",27,0,1,0,0,0,0,0,0,1,0
"11821",48,0,1,0,0,0,0,0,0,0,1
"11822",38,1,0,1,0,0,0,0,0,0,0
"11825",26,1,0,1,0,0,0,0,0,0,0
"11827",28,0,1,0,0,1,0,0,0,0,0
"11831",57,1,0,0,0,0,0,0,0,1,0
"11832",75,1,0,0,0,0,0,1,0,0,0
"11833",35,1,0,0,1,0,0,0,0,0,0
"11834",54,1,0,0,0,1,0,0,0,0,0
"11840",19,0,1,0,0,0,0,0,0,0,1
"11841",21,0,1,0,0,0,1,0,0,0,0
"11842",38,0,0,0,0,0,0,0,0,0,1
"11844",25,0,1,0,0,0,0,0,0,0,1
"11845",22,0,1,0,1,0,0,0,0,0,0
"11849",38,0,1,1,0,0,0,0,0,0,0
"11850",33,0,0,0,1,0,0,0,0,0,0
"11851",20,0,1,1,0,0,0,0,0,0,0
"11852",29,0,0,0,0,1,0,0,0,0,0
"11854",20,0,1,0,0,0,1,0,0,0,0
"11857",25,1,0,0,0,0,0,0,1,0,0
"11858",19,0,0,1,0,0,0,0,0,0,0
"11859",54,1,1,0,1,0,0,0,0,1,0
"11861",46,1,0,0,0,1,0,0,0,0,0
"11863",28,0,1,0,0,0,0,1,0,0,0
"11864",50,0,1,0,0,1,0,0,0,0,0
"11865",40,0,1,1,0,0,0,0,0,0,0
"11867",21,0,1,0,1,0,0,0,0,0,0
"11869",36,0,1,1,0,0,0,0,0,0,0
"11870",50,1,0,0,1,0,0,0,0,0,0
"11871",21,1,0,1,0,0,0,0,0,0,0
"11872",47,1,0,0,0,0,1,0,0,0,0
"11876",35,1,0,0,0,0,0,0,1,0,0
"11878",38,0,1,0,0,0,0,0,1,0,0
"11883",25,0,0,0,0,1,0,0,0,0,0
"11884",34,0,0,0,0,0,0,0,1,0,0
"11887",29,0,0,0,0,0,0,1,0,0,0
"11888",19,0,1,0,0,0,1,0,0,0,0
"11891",30,0,1,0,1,0,0,0,0,0,0
"11893",29,1,1,1,0,0,0,0,0,0,0
"11895",45,1,0,0,0,1,0,0,0,0,0
"11897",44,0,1,0,0,0,0,1,0,0,0
"11898",30,0,1,0,0,0,1,0,0,0,0
"11905",40,0,1,0,0,0,0,0,1,0,0
"11906",23,0,0,1,0,0,0,0,0,0,0
"11908",46,1,0,0,0,0,0,0,0,0,1
"11909",50,1,0,0,0,0,1,0,0,0,0
"11910",38,1,0,0,0,0,0,0,0,1,0
"11911",37,1,0,0,0,0,1,0,0,0,0
"11913",24,0,1,0,0,0,1,0,0,0,0
"11916",73,1,0,0,1,0,0,0,0,0,0
"11918",33,0,1,0,0,0,0,0,0,1,0
"11919",25,0,1,0,0,0,0,0,0,0,1
"11920",62,1,0,1,0,0,0,0,0,0,0
"11922",25,0,1,1,0,0,0,0,0,0,0
