"","age","parent","single","seeingfriends","household","accomplishment","entertainment","family","time","general","food"
"5994",41,1,0,0,0,0,0,0,1,0,0
"5997",36,0,1,0,0,0,0,0,0,1,0
"6000",25,1,0,0,0,0,0,0,0,1,0
"6002",29,0,0,0,0,0,0,0,0,0,1
"6003",33,1,0,0,0,1,0,0,0,0,0
"6004",22,0,1,0,0,0,0,0,1,0,0
"6005",41,1,0,0,1,0,0,0,0,0,0
"6006",48,1,0,0,0,0,1,0,0,0,0
"6007",65,1,0,0,0,0,1,0,0,0,0
"6008",29,0,0,0,1,0,0,0,0,0,0
"6011",52,0,1,0,0,0,0,0,0,0,1
"6012",24,0,1,0,0,0,0,0,1,0,0
"6017",25,1,1,0,0,0,0,1,1,0,0
"6019",37,1,0,0,0,0,0,0,1,0,0
"6020",57,1,0,0,0,0,0,0,0,0,1
"6025",55,1,0,0,1,0,0,0,0,0,0
"6026",40,1,0,0,0,0,1,0,0,0,0
"6030",50,0,0,0,0,0,0,1,0,0,0
"6033",35,1,0,1,0,0,0,0,0,0,0
"6035",45,1,0,0,1,0,0,0,0,0,0
"6038",38,0,0,0,0,0,1,0,0,0,0
"6040",39,0,1,1,0,0,0,1,0,0,0
"6045",23,0,1,0,0,1,0,0,0,0,0
"6048",51,1,0,0,0,0,0,0,0,1,0
"6053",20,0,1,0,0,0,0,0,0,0,1
"6056",74,1,0,0,0,0,1,0,0,0,0
"6058",49,1,0,0,0,1,0,0,0,0,0
"6060",41,1,1,1,0,0,0,0,0,0,0
"6061",48,0,1,0,0,0,0,0,0,0,1
"6065",34,0,1,0,0,0,0,1,0,0,0
"6066",49,0,0,0,0,0,0,1,0,0,0
"6068",22,0,0,0,0,1,0,0,0,0,0
"6071",23,1,0,0,0,0,1,0,0,0,0
"6075",56,1,1,0,0,0,0,0,1,0,0
"6076",63,0,1,0,0,0,0,1,0,0,0
"6077",39,1,1,0,0,0,1,0,0,0,0
"6078",22,0,0,0,0,0,0,0,0,0,1
"6079",50,0,1,0,0,0,1,0,0,0,0
"6083",36,0,1,0,0,0,0,0,1,0,0
"6087",19,0,1,0,0,0,0,0,0,0,1
"6089",77,1,0,0,1,0,0,0,0,0,0
"6092",20,0,0,0,0,0,1,0,0,0,0
"6093",50,0,1,1,0,0,0,0,0,0,0
"6095",56,1,0,0,0,0,0,0,0,1,0
"6096",56,1,0,0,0,0,1,0,0,0,0
"6097",20,0,1,0,0,0,0,0,0,1,0
"6098",24,0,1,0,0,0,0,0,0,1,0
"6099",69,1,0,0,0,0,0,0,0,1,0
"6100",47,0,1,0,0,0,0,0,0,0,1
"6101",82,0,0,0,0,1,0,0,0,0,0
"6103",44,0,0,0,0,0,0,1,0,0,0
"6105",59,1,1,0,0,0,0,0,1,0,0
"6106",66,1,1,0,1,0,0,0,0,0,0
"6109",30,0,1,0,0,0,0,1,0,0,0
"6112",42,0,1,0,0,0,0,0,0,1,0
"6113",80,0,0,0,0,0,0,0,0,1,0
"6116",43,1,0,0,0,0,0,0,1,0,0
"6117",38,0,0,0,1,0,0,0,0,0,0
"6119",22,0,1,0,1,0,0,0,0,0,0
"6120",40,1,0,0,0,0,0,0,0,0,1
"6122",72,1,0,0,1,0,0,0,0,0,0
"6124",35,1,0,0,0,1,0,0,0,0,0
"6125",51,1,0,0,0,1,0,0,0,0,0
"6129",21,0,1,0,0,0,1,0,0,0,0
"6130",23,1,0,0,1,0,0,0,0,0,0
"6132",49,1,0,0,1,0,0,0,0,0,0
"6133",35,0,1,0,1,0,0,0,0,0,0
"6134",30,1,0,0,0,0,0,1,0,0,0
"6137",64,1,0,0,0,0,0,0,0,1,0
"6142",29,0,1,1,0,0,0,0,0,0,0
"6143",40,1,0,0,0,0,1,0,0,0,0
"6144",23,1,0,0,0,0,0,0,0,1,0
"6145",28,1,0,1,0,0,0,0,0,0,0
"6146",38,0,1,0,0,0,0,1,0,0,0
"6148",48,1,0,0,1,0,0,0,0,0,0
"6151",51,0,1,0,0,0,1,0,0,0,0
"6153",30,0,0,0,1,0,0,0,0,0,0
"6155",24,0,1,0,0,0,0,1,0,0,0
"6157",24,1,0,0,0,0,0,0,0,0,1
"6163",34,0,1,0,0,1,0,0,0,0,0
"6164",23,0,1,0,0,1,0,0,0,0,0
"6167",27,0,1,0,0,0,0,0,1,0,0
"6168",42,1,0,0,0,0,1,0,0,0,0
"6169",36,1,0,0,0,0,0,0,0,0,1
"6177",35,0,1,0,0,1,0,0,0,0,0
"6180",22,0,1,0,0,0,0,0,0,1,0
"6183",34,0,0,1,0,0,0,0,0,0,0
"6187",45,0,0,0,0,0,0,0,0,1,0
"6190",30,1,0,0,0,0,0,0,0,0,1
"6192",33,0,1,0,0,0,0,0,1,0,0
"6196",82,0,0,0,1,0,0,0,0,0,0
"6197",22,0,1,0,0,0,0,1,0,0,0
"6200",26,0,1,0,0,1,0,0,0,0,0
"6203",45,0,0,0,0,0,0,1,0,0,0
"6205",21,0,1,0,0,0,0,0,1,0,0
"6207",74,0,0,0,0,0,0,1,0,0,0
"6208",61,1,1,0,0,1,0,0,0,0,0
"6209",61,1,1,1,0,0,0,0,0,0,0
"6210",25,0,1,0,1,0,0,0,0,0,0
"6211",19,1,1,0,0,0,0,0,1,0,0
"6212",25,0,1,0,0,1,0,0,0,0,0
"6215",37,1,0,0,1,0,0,0,0,0,0
"6218",38,0,1,0,1,0,0,0,0,0,0
"6220",35,0,1,0,1,0,0,1,0,0,0
"6224",27,1,0,1,0,0,0,0,0,0,0
"6227",84,1,0,0,0,0,0,1,0,0,0
"6229",19,1,0,0,0,0,0,0,0,0,1
"6231",76,1,0,0,0,0,0,0,0,0,1
"6233",26,0,0,0,0,0,0,0,0,0,1
"6237",64,1,0,0,1,0,0,0,0,0,0
"6238",60,1,0,0,0,0,0,1,0,0,0
"6242",21,0,1,0,0,0,0,0,1,0,0
"6243",23,0,1,0,0,0,0,0,1,0,0
"6245",38,1,0,1,0,0,0,0,0,0,0
"6248",45,1,0,0,0,0,1,0,0,0,0
"6250",19,0,1,0,0,0,1,0,0,0,0
"6251",41,0,1,0,0,0,0,0,1,0,0
"6255",67,1,0,0,0,0,0,0,1,0,0
"6256",39,0,1,0,0,1,0,0,0,0,0
"6259",42,0,1,0,0,1,0,0,0,1,0
"6260",60,1,0,1,0,0,0,0,0,0,0
"6261",26,0,1,0,1,0,0,0,0,0,0
"6262",21,0,1,0,0,0,0,0,0,0,1
"6264",23,0,1,0,0,0,1,0,0,0,0
"6265",44,0,1,0,0,0,0,0,0,0,1
"6269",27,0,0,1,0,0,0,0,0,0,0
"6271",56,0,1,1,0,0,0,0,0,0,0
"6272",36,1,0,0,0,1,0,0,0,0,0
"6273",33,0,1,0,0,0,1,1,0,0,0
"6275",41,0,0,0,0,1,0,0,0,0,0
"6277",85,1,0,0,1,0,0,0,0,0,0
"6278",46,0,1,0,1,0,0,0,0,0,0
"6283",29,0,1,0,0,1,0,0,0,0,0
"6285",52,0,0,0,0,1,0,0,0,0,0
"6286",57,1,0,0,0,0,0,0,0,0,1
"6287",35,1,0,0,0,0,0,0,1,0,0
"6289",21,1,0,0,0,0,0,0,0,0,1
"6291",23,0,1,1,0,0,0,0,0,0,0
"6292",26,0,1,0,0,0,0,1,0,0,0
"6294",34,0,0,0,1,0,0,0,0,0,0
"6295",39,0,1,0,0,1,0,0,0,0,0
"6297",24,1,0,0,0,0,0,0,0,0,1
"6300",40,0,1,0,0,1,0,0,0,0,0
"6301",25,0,0,0,0,0,0,0,0,0,1
"6302",29,0,1,0,0,0,0,0,0,1,0
"6304",55,0,1,0,0,0,0,0,0,1,0
"6305",35,0,1,1,0,0,0,0,0,0,0
"6308",19,0,1,0,0,0,0,0,0,0,1
"6309",21,0,1,0,0,1,0,0,0,0,0
"6310",24,0,1,0,0,0,0,0,0,0,1
"6312",28,0,1,0,1,0,0,0,0,0,0
"6313",27,0,1,0,0,0,0,1,0,0,0
"6318",29,0,1,0,0,1,0,0,0,0,0
"6319",42,1,0,0,0,0,0,1,0,0,0
"6320",35,1,0,0,0,0,0,0,1,0,0
"6322",28,1,0,0,0,0,0,1,0,0,0
"6323",34,1,0,0,0,0,0,0,0,0,1
"6324",72,1,0,0,0,0,1,0,0,0,0
"6326",80,1,0,0,0,0,0,0,0,0,1
"6327",24,0,1,0,0,0,0,1,0,0,0
"6328",20,0,1,0,0,1,0,0,0,1,1
"6331",52,1,0,1,0,0,0,0,0,0,0
"6332",23,0,1,0,0,0,0,0,1,0,0
"6333",43,1,0,0,0,1,0,0,0,0,0
"6334",77,1,0,0,0,0,1,0,0,0,0
"6335",55,1,0,0,0,0,0,0,1,0,0
"6340",29,0,1,0,0,0,1,0,0,0,0
"6341",21,0,1,0,0,0,1,0,0,0,0
"6342",46,1,1,0,0,0,0,0,0,0,1
"6344",41,1,0,0,0,0,0,0,0,1,0
"6345",28,1,0,0,0,0,0,0,0,1,0
"6351",46,0,1,0,1,0,0,0,0,0,0
"6354",80,1,0,1,0,0,0,0,0,0,0
"6355",40,1,0,0,0,0,0,0,0,1,0
"6357",27,0,1,1,0,0,0,0,0,0,0
"6358",41,0,0,0,1,0,0,0,0,0,0
"6360",22,1,0,0,0,0,0,0,0,1,0
"6361",30,0,1,1,0,0,0,0,0,0,0
"6365",23,0,1,0,0,0,1,0,0,0,0
"6367",29,1,0,0,0,0,0,1,0,0,0
"6369",29,1,1,0,0,0,0,0,0,1,0
"6370",21,0,1,0,0,0,0,1,0,0,1
"6371",67,1,0,0,0,0,0,0,1,0,0
"6372",34,0,0,1,0,0,0,0,0,0,0
"6374",39,1,0,0,0,0,0,0,0,0,1
"6376",39,0,1,0,0,0,0,0,0,0,1
"6377",28,0,1,0,1,0,0,0,0,0,0
"6379",21,0,1,0,0,1,0,0,0,0,0
"6382",33,0,0,0,0,0,0,0,1,0,0
"6383",37,1,0,1,0,0,0,0,0,0,0
"6386",21,0,0,0,1,0,0,1,0,0,0
"6388",22,0,1,0,0,0,1,0,0,0,0
"6390",21,0,1,0,0,0,1,0,0,0,0
"6394",45,0,0,0,0,0,1,0,0,0,0
"6395",72,1,0,0,0,0,0,0,0,1,0
"6400",29,0,0,0,0,1,0,0,0,0,0
"6402",55,0,1,0,0,1,0,0,0,0,1
"6406",30,0,1,0,0,0,0,0,0,0,1
"6409",26,0,1,0,0,1,0,0,0,0,0
"6411",21,0,1,0,0,0,0,0,1,0,0
"6413",41,1,0,0,1,0,0,0,0,0,0
"6415",44,1,0,0,1,0,0,0,0,0,0
"6417",43,0,0,0,0,0,0,0,1,0,0
"6420",82,1,0,0,0,1,0,0,0,0,0
"6425",34,1,0,1,0,0,0,0,0,0,0
"6428",39,0,1,0,0,0,0,1,0,0,0
"6434",21,0,0,0,1,0,0,0,0,0,0
"6435",29,1,0,0,1,0,0,0,0,0,0
"6441",46,0,0,0,0,0,0,1,0,0,0
"6444",57,0,1,0,0,0,1,0,0,0,0
"6445",45,1,0,0,0,0,0,1,0,0,0
"6446",68,0,0,0,0,0,0,0,0,0,1
"6449",46,0,1,0,0,0,0,0,0,0,1
"6451",22,0,1,0,0,0,1,0,0,0,0
"6452",41,0,0,0,0,1,0,0,0,0,0
"6459",43,0,0,0,0,0,0,0,0,1,0
"6461",34,1,0,0,0,0,0,0,0,1,0
"6462",19,0,0,0,0,1,0,0,0,0,0
"6463",24,0,0,1,0,0,0,0,0,0,0
"6464",77,0,1,0,0,0,0,0,1,0,0
"6466",51,1,0,0,0,1,0,0,0,0,0
"6467",19,1,1,0,0,0,0,1,0,0,0
"6468",44,1,0,0,1,0,0,0,0,0,0
"6469",45,1,0,0,0,0,0,0,1,0,0
"6471",75,1,0,0,1,0,0,0,0,0,0
"6475",25,1,0,0,0,0,0,0,1,0,0
"6476",59,1,0,0,0,0,0,0,1,0,0
"6478",22,0,1,0,0,0,0,0,0,1,0
"6479",40,0,0,1,0,0,0,0,0,0,0
"6482",28,0,1,0,0,0,0,0,1,0,0
"6483",56,0,1,0,0,0,0,1,0,0,0
"6487",27,0,1,0,0,0,0,0,0,1,0
"6489",52,1,0,0,0,1,0,0,0,0,0
"6490",28,0,1,0,0,0,0,0,1,0,0
"6491",51,1,0,0,0,1,0,0,0,0,0
"6499",34,0,1,1,0,0,0,0,0,0,0
"6504",62,1,0,0,0,0,0,0,0,1,0
"6505",24,0,1,0,0,0,0,0,0,0,1
"6506",20,0,1,0,0,0,0,1,0,0,0
"6507",30,0,1,0,0,1,0,0,0,0,0
"6512",25,0,1,0,1,0,0,0,0,0,0
"6514",26,0,0,0,0,0,0,0,0,0,1
"6515",49,1,0,0,0,1,0,0,0,0,0
"6516",33,1,1,0,0,0,0,0,0,0,1
"6522",21,0,1,0,0,0,0,0,0,1,0
"6523",58,1,1,1,0,0,0,0,0,0,0
"6524",76,1,0,0,0,0,1,0,0,0,0
"6525",59,1,0,0,0,0,1,0,0,0,0
"6526",19,0,1,0,0,0,1,0,0,0,0
"6532",26,1,0,0,0,1,0,0,0,0,0
"6535",25,1,0,1,0,0,0,0,0,0,0
"6536",19,0,1,0,0,0,0,0,0,0,1
"6537",21,0,1,1,0,0,0,0,0,0,0
"6538",45,1,0,0,0,1,0,0,0,0,0
"6541",23,0,0,0,1,0,0,0,0,0,0
"6544",19,0,1,0,0,0,1,0,0,0,0
"6545",50,0,1,0,1,0,0,0,0,0,0
"6546",26,0,1,0,0,0,0,0,0,0,1
"6548",34,0,1,0,1,0,0,0,0,0,0
"6551",36,0,1,0,1,0,0,0,0,0,0
"6552",45,1,0,1,0,0,0,0,0,0,0
"6553",48,0,1,0,0,0,0,0,1,0,0
"6554",29,0,1,0,0,0,0,0,1,0,0
"6559",29,0,1,0,0,0,1,0,0,0,0
"6561",38,1,0,0,0,0,0,0,1,0,0
"6562",26,0,0,0,0,0,0,0,1,0,0
"6564",24,0,1,0,0,0,0,0,0,0,1
"6566",21,0,1,0,1,0,0,0,0,0,0
"6570",30,1,0,0,0,1,0,0,0,0,0
"6571",49,1,0,0,0,0,1,0,0,0,0
"6573",23,0,1,0,0,0,0,0,0,0,1
"6575",60,1,1,1,0,0,0,0,0,0,0
"6580",47,1,0,0,0,0,0,0,0,0,1
"6581",74,0,1,0,0,0,0,1,0,0,0
"6583",48,1,0,0,0,1,0,0,0,0,0
"6584",28,0,1,1,0,0,0,0,0,0,0
"6585",43,1,0,1,0,0,0,0,0,1,0
"6587",44,0,1,0,0,0,0,0,0,0,1
"6588",23,0,1,0,0,0,1,0,0,0,0
"6594",30,1,0,0,0,0,0,0,1,0,0
"6601",27,0,0,0,1,0,0,0,0,0,0
"6602",44,1,0,0,0,0,1,0,0,0,0
"6605",38,1,0,0,1,0,0,0,0,0,0
"6606",34,1,0,0,1,0,0,0,0,0,0
"6607",29,0,1,0,1,0,0,0,0,0,0
"6611",42,1,0,0,0,0,1,0,0,0,0
"6612",21,0,1,0,0,0,0,0,0,0,1
"6615",39,1,1,0,0,0,1,0,0,0,0
"6619",27,0,1,0,0,1,0,0,0,0,0
"6621",43,1,0,0,0,1,0,0,0,0,0
"6623",74,1,0,0,0,0,1,0,0,0,0
"6624",78,0,0,0,0,0,0,0,0,0,1
"6625",33,0,1,0,1,0,0,1,0,0,0
"6626",44,1,0,0,1,0,0,0,0,0,0
"6628",33,0,1,0,1,1,0,0,0,0,0
"6630",73,0,0,0,0,0,0,0,0,0,1
"6632",47,1,0,0,0,0,0,1,0,0,0
"6633",29,1,0,0,1,0,0,0,0,0,0
"6635",38,0,1,1,0,0,0,0,0,0,1
"6637",23,0,1,0,0,0,0,0,0,0,1
"6642",37,1,0,0,0,0,0,0,1,0,0
"6643",33,1,0,1,0,0,0,0,0,0,0
"6645",35,0,1,0,0,0,0,1,0,0,0
"6646",34,0,0,0,0,1,0,0,0,0,0
"6648",33,0,1,0,0,1,0,0,0,0,0
"6655",71,1,0,0,0,0,0,0,0,0,1
"6658",29,0,1,0,0,0,1,0,0,0,0
"6661",19,0,0,0,0,0,0,1,0,0,0
"6662",34,0,0,0,0,0,0,0,1,0,0
"6663",26,0,1,0,0,0,0,0,0,0,1
"6665",23,0,1,0,0,1,0,0,0,0,0
"6668",48,0,1,0,0,1,0,0,0,0,0
"6670",30,1,1,0,1,0,0,0,0,0,0
"6672",57,1,0,0,0,0,0,1,0,0,0
"6673",84,1,0,1,0,0,0,0,0,0,0
"6675",28,0,1,0,0,1,0,0,0,0,0
"6677",26,0,1,0,0,1,0,0,0,0,0
"6678",38,1,0,0,0,0,1,0,0,0,0
"6683",22,0,1,0,0,1,0,0,0,0,0
"6687",28,1,0,0,1,0,0,0,0,0,0
"6689",76,0,0,1,0,0,0,0,0,0,0
"6691",83,1,0,0,0,0,1,0,0,0,0
"6692",52,0,0,1,0,0,0,0,0,0,0
"6695",29,1,0,0,1,0,0,0,0,0,0
"6696",85,0,0,0,0,0,0,0,1,0,0
"6698",27,0,1,0,0,1,0,0,0,0,0
"6702",50,0,0,0,0,0,0,1,0,0,0
"6703",27,1,0,0,0,0,0,0,1,0,0
"6704",51,1,1,1,0,0,0,0,0,0,0
"6705",34,1,1,1,0,0,0,0,0,0,0
"6706",23,0,0,0,0,0,0,0,0,0,1
"6707",39,1,0,0,0,0,0,0,1,0,0
"6708",23,0,1,0,0,1,0,0,0,0,0
"6709",24,0,1,0,0,0,0,1,0,0,0
"6710",34,1,0,0,0,0,0,1,0,0,0
"6711",21,1,0,0,0,0,1,0,0,0,0
"6713",44,1,0,0,0,0,1,0,0,0,0
"6714",33,0,1,0,0,0,1,0,0,0,0
"6715",26,0,1,0,0,0,1,0,0,0,0
"6716",37,1,0,0,0,0,0,0,1,0,0
"6717",25,0,1,0,0,0,1,0,0,0,0
"6718",24,0,1,0,0,0,0,1,0,0,0
"6724",84,0,1,0,0,0,0,0,0,0,1
"6725",84,0,1,0,0,0,1,0,0,0,0
"6727",67,1,0,0,0,0,1,0,0,0,0
"6729",41,1,1,1,0,0,0,0,0,0,0
"6731",33,0,1,0,0,0,0,0,1,0,0
"6733",20,0,1,0,0,0,0,0,0,0,1
"6735",34,0,1,0,0,0,1,0,0,0,0
"6736",29,0,0,0,0,0,0,1,0,0,0
"6737",25,0,1,0,0,0,1,0,0,0,0
"6738",30,0,1,0,0,0,1,0,0,0,0
"6739",30,0,0,0,0,0,0,0,1,0,0
"6740",62,1,0,0,0,0,1,0,0,0,0
"6741",36,0,0,0,1,0,0,0,0,0,0
"6743",21,0,1,0,0,0,1,0,0,0,0
"6744",20,0,1,0,0,0,0,0,1,0,0
"6745",41,1,0,0,1,0,0,0,0,0,0
"6746",47,1,0,0,0,0,1,0,0,0,0
"6747",33,0,1,1,0,0,0,0,0,0,0
"6748",58,1,0,0,0,0,0,1,0,0,0
"6749",20,0,1,0,0,0,0,1,0,0,0
"6751",51,1,0,1,0,0,0,0,0,0,0
"6752",77,1,0,0,0,0,1,0,0,0,0
"6755",25,0,0,0,1,0,0,0,0,0,0
"6759",42,1,0,0,0,0,0,0,0,1,0
"6760",28,1,0,0,0,1,0,0,0,0,0
"6761",40,0,0,0,0,0,1,0,0,0,0
"6763",23,1,0,0,1,0,0,0,0,0,0
"6764",24,0,1,0,0,0,0,0,0,0,1
"6766",30,1,0,0,0,0,0,0,0,0,1
"6767",29,1,0,0,0,0,0,0,0,0,1
"6768",82,1,0,0,0,0,0,1,0,0,0
"6771",38,0,1,0,0,0,1,0,0,0,0
"6772",51,1,0,0,0,0,0,0,0,0,1
"6773",37,0,0,0,0,0,1,0,0,0,0
"6774",35,0,0,0,1,0,0,0,0,1,0
"6775",60,1,0,0,0,0,1,1,0,0,0
"6776",24,0,1,0,0,0,0,0,1,0,0
"6778",24,0,1,0,0,0,0,1,0,0,0
"6781",42,1,1,0,0,0,0,0,1,0,0
"6786",37,1,0,0,0,1,0,0,0,0,0
"6787",37,1,0,0,0,0,0,0,0,1,0
"6793",80,1,0,0,0,1,0,0,0,0,0
"6795",24,1,0,0,1,0,0,0,0,0,0
"6797",42,0,1,0,0,1,0,0,0,0,0
"6799",46,1,0,0,0,0,0,1,0,0,1
"6800",26,0,0,0,0,0,1,0,0,0,0
"6803",26,0,1,0,0,0,0,0,1,0,0
"6808",29,0,1,1,0,0,0,0,0,0,0
"6811",37,0,0,0,0,0,0,0,0,0,1
"6813",23,0,1,0,0,0,0,1,0,0,0
"6815",30,0,1,0,0,0,1,0,0,0,0
"6817",43,1,0,0,0,0,0,0,0,0,1
"6818",59,1,0,0,1,0,0,0,0,0,0
"6822",37,0,0,0,0,0,1,0,0,0,0
"6823",24,0,1,0,0,0,0,0,0,1,0
"6824",30,0,1,0,0,0,0,0,0,0,1
"6825",24,0,1,0,0,0,1,0,0,0,0
"6826",52,1,0,0,1,0,0,0,0,0,0
"6827",22,0,1,0,0,0,0,0,0,0,1
"6830",23,1,1,0,0,0,0,1,0,0,0
"6833",82,1,0,0,0,0,0,1,0,0,0
"6834",46,1,1,0,0,0,0,0,1,0,0
"6835",41,1,0,0,0,0,0,0,0,0,1
"6836",26,0,1,0,0,1,0,0,0,0,0
"6837",19,0,1,0,0,0,0,0,0,1,0
"6839",33,1,0,1,0,0,0,0,0,0,0
"6841",41,0,1,0,0,0,0,0,1,0,0
"6842",25,0,0,0,0,1,0,0,0,0,0
"6843",40,1,0,1,0,0,0,0,0,0,0
"6844",21,0,1,0,0,1,0,0,0,0,0
"6846",42,1,0,0,0,1,0,0,0,0,0
"6848",41,0,1,0,0,1,0,0,0,0,0
"6850",24,0,1,1,0,0,0,0,0,0,0
"6851",19,0,1,0,0,1,0,0,0,0,0
"6855",25,1,0,0,1,0,0,0,0,0,0
"6857",37,0,1,0,0,1,0,0,0,0,0
"6859",48,1,1,0,0,0,0,1,0,0,0
"6861",38,1,0,0,0,1,0,0,0,0,0
"6862",80,1,0,0,0,0,0,1,0,0,0
"6866",26,1,0,0,0,1,0,0,0,0,0
"6867",67,1,0,0,0,0,0,1,0,0,0
"6870",45,0,1,1,0,0,0,0,0,0,0
"6871",42,0,0,0,0,0,0,0,0,0,1
"6872",41,1,0,0,0,0,0,1,0,0,0
"6873",39,1,0,0,1,0,0,0,0,0,0
"6877",19,0,1,0,0,0,1,0,0,0,0
"6878",55,1,0,0,0,0,1,0,0,0,0
"6887",42,1,0,0,0,0,0,0,0,0,1
"6889",21,0,0,0,0,1,0,0,0,0,0
"6891",22,0,1,0,0,0,1,0,0,0,0
"6894",30,1,0,0,0,0,1,0,0,0,0
"6896",34,1,1,0,0,0,0,0,1,0,0
"6897",29,0,1,0,0,1,0,0,0,0,0
"6902",45,0,1,0,0,0,0,0,0,0,1
"6904",26,1,0,0,0,0,1,0,0,0,0
"6905",26,0,1,0,0,0,0,0,1,0,0
"6906",49,1,0,1,0,0,0,0,0,0,0
"6907",49,1,0,0,0,0,0,0,0,0,1
"6908",19,0,1,1,0,0,0,0,0,0,0
"6909",52,1,0,1,0,0,0,0,0,0,0
"6910",22,1,1,0,1,0,0,0,0,0,0
"6911",33,1,0,1,0,0,0,0,0,0,0
"6912",28,0,1,1,0,0,0,0,0,0,0
"6913",63,0,1,0,0,0,0,1,0,0,0
"6915",46,1,0,0,0,0,1,0,0,0,0
"6917",45,0,1,1,0,0,0,0,0,0,0
"6919",47,1,0,0,0,1,0,0,0,0,0
"6922",36,1,0,0,1,0,0,0,0,0,0
"6923",70,1,0,0,0,0,0,1,0,0,0
"6925",25,0,1,0,0,0,0,0,0,1,0
"6926",37,0,1,0,1,0,0,0,0,0,0
"6931",19,0,1,0,0,1,0,0,0,0,0
"6936",56,1,0,0,0,1,0,0,0,0,0
"6937",30,0,1,1,0,0,0,0,0,0,0
"6938",22,0,1,0,0,0,1,0,0,0,0
"6940",51,0,1,0,0,0,0,0,0,0,1
"6941",30,1,0,0,0,0,0,0,0,1,0
"6943",23,0,1,0,0,0,1,0,0,0,0
"6944",81,1,0,0,0,0,0,0,0,1,0
"6945",25,0,1,0,0,1,0,0,0,0,0
"6948",30,0,1,0,0,1,0,0,0,0,0
"6957",23,0,1,0,0,1,0,0,0,0,0
"6958",81,1,0,0,0,0,0,0,1,0,0
"6959",25,0,1,0,0,0,1,0,0,0,0
"6961",29,1,0,0,0,0,0,1,0,0,0
"6962",20,0,1,0,0,0,0,1,0,0,0
"6963",34,1,0,1,0,0,0,0,0,0,0
"6964",58,1,0,0,0,0,0,0,1,0,0
"6966",25,0,1,0,0,0,1,0,0,0,0
"6968",24,0,1,1,0,0,0,0,0,0,0
"6970",25,0,1,0,0,1,0,0,0,0,0
"6972",26,0,0,0,0,0,0,1,0,0,0
"6974",34,0,1,0,0,1,0,0,0,0,0
"6978",24,0,1,0,0,0,1,0,0,0,0
"6980",23,0,1,0,1,0,0,0,0,0,0
"6981",70,1,0,0,0,0,0,1,0,0,0
"6984",72,0,1,0,0,0,0,0,0,1,0
"6985",55,0,1,1,0,0,0,0,0,0,0
"6986",65,1,0,0,0,0,0,0,0,0,1
"6987",40,0,0,0,0,0,0,1,0,0,0
"6988",46,1,0,1,0,0,0,0,0,0,0
"6989",58,1,0,0,0,1,0,0,0,0,0
"6990",68,1,0,0,1,0,0,0,0,0,0
"6995",73,1,0,0,1,0,0,0,0,0,0
"6996",74,1,0,0,1,0,0,0,0,0,0
"7001",84,1,0,1,0,0,0,0,0,0,0
"7002",19,0,0,0,0,0,0,0,0,0,1
"7005",37,1,0,0,0,0,0,0,1,0,0
"7006",76,0,0,0,0,0,1,0,0,0,0
"7008",33,0,1,0,0,0,0,0,0,0,1
"7009",33,1,0,0,0,0,0,0,0,0,1
"7012",29,1,0,0,0,1,0,0,0,0,0
"7013",21,0,1,0,0,0,0,0,1,0,0
"7015",41,0,1,0,0,0,1,0,0,0,0
"7017",50,1,0,0,0,0,0,1,0,0,0
"7025",37,1,0,1,0,0,0,0,0,0,0
"7026",19,0,1,0,0,0,0,1,0,0,0
"7030",33,0,0,0,0,1,0,0,0,0,0
"7035",30,1,0,0,1,0,0,0,0,0,0
"7038",52,0,1,0,0,0,1,0,0,0,0
"7040",46,0,0,0,0,0,0,0,1,0,0
"7041",34,1,1,0,1,0,0,0,0,0,0
"7042",54,0,1,0,0,0,0,0,0,0,1
"7043",26,1,0,0,0,0,1,0,0,0,0
"7045",21,0,0,0,0,0,0,0,1,0,0
"7047",55,1,0,0,0,0,0,0,1,0,0
"7048",69,0,0,0,0,1,0,0,0,0,0
"7049",73,0,0,0,1,0,0,0,0,0,0
"7053",21,0,1,0,0,1,0,0,0,0,0
"7055",34,1,0,0,0,0,1,0,0,0,0
"7056",46,0,0,0,0,0,0,0,0,1,0
"7058",34,1,0,0,0,0,0,0,0,0,1
"7060",65,1,0,0,0,0,1,0,0,0,0
"7061",82,1,0,0,0,0,0,0,1,0,0
"7062",24,0,0,0,0,0,0,0,0,0,1
"7063",39,0,1,0,1,0,0,0,0,0,0
"7065",21,0,1,1,0,0,0,0,0,0,0
"7067",36,1,0,0,0,0,0,1,0,0,0
"7068",38,0,1,0,0,0,0,0,0,0,1
"7069",46,0,0,0,0,1,0,0,0,0,0
"7076",25,0,1,0,0,0,0,0,1,0,0
"7078",21,0,0,0,0,0,0,1,0,0,0
"7082",42,0,1,0,0,0,1,0,0,0,0
"7083",25,0,1,0,0,0,0,0,0,1,0
"7086",24,0,1,0,1,0,0,0,0,0,0
"7087",28,1,0,0,0,1,0,0,0,0,0
"7088",78,1,0,0,1,0,0,0,0,0,0
"7089",43,1,0,0,0,0,0,0,0,1,0
"7090",78,1,0,1,0,0,0,0,0,0,0
"7092",81,1,0,0,0,0,1,0,0,0,0
"7093",23,0,1,0,0,0,1,0,0,0,0
"7094",20,0,1,0,0,0,1,0,0,0,0
"7095",26,0,1,0,0,0,0,0,0,1,0
"7096",21,0,1,0,0,0,0,0,1,0,0
"7097",39,0,1,0,0,1,0,0,0,0,0
